,declared_date,last_buy_date,payment_date,dividend_net,dividend_gross,close_price,yield_value,regularity
0,2024-12-15 00:00:00+00:00,2024-12-16 00:00:00+00:00,2024-12-31 00:00:00+00:00,49.06,None,1066.8,4.49,Quarter
