,declared_date,last_buy_date,payment_date,dividend_net,dividend_gross,close_price,yield_value,regularity
0,2025-07-09 00:00:00+00:00,2025-07-10 00:00:00+00:00,2025-07-25 00:00:00+00:00,25.58,None,93.97,27.41,Annual
