,declared_date,last_buy_date,payment_date,dividend_net,dividend_gross,close_price,yield_value
0,2025-07-07 00:00:00+00:00,2025-07-08 00:00:00+00:00,2025-07-23 00:00:00+00:00,648.0,,3427.0,18.91
