,declared_date,last_buy_date,payment_date,dividend_net,dividend_gross,close_price,yield_value
0,2024-12-15 00:00:00+00:00,2024-12-16 00:00:00+00:00,2024-12-31 00:00:00+00:00,49.06,,1066.8,4.6
